客户名称,渠道,服务期限,数量,结算月份,不含税收入,开始计费月份,结束计费月份,不含税单价,月摊收入,2017年摊销金额,2017年末累计摊销余额,2018年摊销金额,2018年末累计摊销余额,2019年摊销金额,2019年末累计摊销余额,2020年摊销金额,2020年末累计摊销余额,2021年摊销金额,2021年末累计摊销余额,2022年摊销金额,2022年末累计摊销余额,产品分类,激活开始月份,激活结束月份 
湖南达阳汽车用品销售有限公司,直销,36,20,2017-10,9401.7999,2017-10,2020-09-30 00:00:00,470.089995,261.16110833333335,783.483325,8618.316575,3133.9333,5484.383275,3133.9333,2350.449975,2350.449975,0,0,0,0,0,追踪器,2017-10-01 00:00:00,2020-09-30 00:00:00
广汇汽车,广汇,36,1644,2017-10,519282.0807,2017-10,2020-09-30 00:00:00,315.8650125912409,14424.502241666667,43273.506725,476008.573975,173094.0269,302914.547075,173094.0269,129820.52017500001,129820.520175,0,0,0,0,0,追踪器,2017-08-01 00:00:00,2020-07-31 00:00:00
南京趣融网络技术有限公司,直销,36,50,2017-10,29322.6898,2017-10,2020-09-30 00:00:00,586.453796,814.5191611111111,0,0,0,0,0,0,0,0,9774.229933333332,19548.459866666668,9774.229933333332,9774.229933333336,追踪器,2021-01-01 00:00:00,2023-12-31 00:00:00
南京趣融网络技术有限公司,直销,36,1287,2017-10,754761.1657,2017-10,2020-09-30 00:00:00,586.4500121989122,20965.58793611111,62896.76380833333,691864.4018916667,251587.05523333332,440277.3466583334,251587.05523333332,188690.29142500006,188690.291425,0,0,0,0,0,追踪器,2017-10-01 00:00:00,2020-09-30 00:00:00
长春沃杰斯汽车科技有限公司,直销,36,270,2017-10,159848.1079,2017-10,2020-09-30 00:00:00,592.0300292592593,4440.2252194444445,13320.675658333334,146527.43224166665,53282.702633333334,93244.72960833332,53282.702633333334,39962.026974999986,39962.026975,0,0,0,0,0,追踪器,2017-10-01 00:00:00,2020-09-30 00:00:00
新沂市信泰汽车维修服务有限公司,直销,36,3,2017-10,0.0,2017-10,2020-09-30 00:00:00,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,追踪器,2017-10-01 00:00:00,2020-09-30 00:00:00
沈阳合德祥商贸有限公司,直销,36,200,2017-10,56410.26,2017-10,2020-09-30 00:00:00,282.0513,1566.9516666666668,0,0,0,0,0,0,0,0,0,0,0,0,追踪器,,
新沂市信泰汽车维修服务有限公司,直销,36,5,2017-11,0.0,2017-11,2020-10-31 00:00:00,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,追踪器,2017-11-01 00:00:00,2020-10-31 00:00:00
广汇汽车,广汇,36,314,2017-11,110307.6979,2017-11,2020-10-31 00:00:00,351.298400955414,3064.1027194444446,6128.205438888889,104179.4924611111,36769.23263333333,67410.25982777777,36769.23263333333,30641.02719444444,30641.027194444447,0,0,0,0,0,追踪器,2017-08-01 00:00:00,2020-07-31 00:00:00
广汇汽车,广汇,36,5118,2017-11,1555230.8608,2017-11,2020-10-31 00:00:00,303.874728565846,43200.85724444444,86401.71448888889,1468829.146311111,518410.2869333333,950418.8593777777,518410.2869333333,432008.57244444435,432008.5724444444,0,0,0,0,0,追踪器,2017-10-01 00:00:00,2020-09-30 00:00:00
广汇汽车,广汇,36,203,2017-11,57256.4139,2017-11,2020-10-31 00:00:00,282.0513,1590.4559416666666,3180.911883333333,54075.502016666665,19085.471299999997,34990.03071666667,19085.471299999997,15904.55941666667,15904.559416666667,0,0,0,0,0,追踪器,2017-09-01 00:00:00,2020-08-31 00:00:00
重庆泽恩汽车用品有限公司,直销,36,219,2017-11,91999.7092,2017-11,2020-10-31 00:00:00,420.08999634703196,2555.5474777777777,5111.094955555555,86888.61424444444,30666.56973333333,56222.04451111111,30666.56973333333,25555.47477777778,25555.474777777777,0,0,0,0,0,追踪器,2017-11-01 00:00:00,2020-10-31 00:00:00
南京趣融网络技术有限公司,直销,36,2817,2017-11,1657663.6844,2017-11,2020-10-31 00:00:00,588.4500122115726,46046.21345555555,92092.4269111111,1565571.2574888887,552554.5614666666,1013016.696022222,552554.5614666666,460462.1345555554,460462.13455555553,0,0,0,0,0,追踪器,2017-11-01 00:00:00,2020-10-31 00:00:00
南京趣融网络技术有限公司,直销,36,4158,2017-12,2438459.1508,2017-12,2020-11-30 00:00:00,586.4500122174122,67734.97641111111,67734.97641111111,2370724.1743888888,812819.7169333333,1557904.4574555554,812819.7169333333,745084.7405222221,745084.7405222222,0,0,0,0,0,追踪器,2017-12-01 00:00:00,2020-11-30 00:00:00
长春沃杰斯汽车科技有限公司,直销,36,300,2017-12,115385.9985,2017-12,2020-11-30 00:00:00,384.619995,3205.166625,3205.166625,112180.831875,38461.9995,73718.832375,38461.9995,35256.832875,35256.832875,0,0,0,0,0,追踪器,2017-12-01 00:00:00,2020-11-30 00:00:00
南宁市金銮号商贸有限公司,直销,36,20,2017-12,13675.2002,2017-12,2020-11-30 00:00:00,683.76001,379.8666722222222,379.8666722222222,13295.333527777777,4558.400066666666,8736.933461111112,4558.400066666666,4178.533394444446,4178.533394444444,0,0,0,0,0,追踪器,2017-12-01 00:00:00,2020-11-30 00:00:00
新沂市信泰汽车维修服务有限公司,直销,36,10,2017-12,0.0,2017-12,2020-11-30 00:00:00,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,追踪器,2017-12-01 00:00:00,2020-11-30 00:00:00
湖南达阳汽车用品销售有限公司,直销,36,150,2017-12,162392.9993,2017-12,2020-11-30 00:00:00,1082.6199953333332,4510.916647222222,4510.916647222222,157882.08265277778,54130.99976666667,103751.08288611111,54130.99976666667,49620.08311944444,49620.08311944445,0,0,0,0,0,追踪器,2017-12-01 00:00:00,2020-11-30 00:00:00
广汇汽车,广汇,36,9556,2017-12,2920512.9916,2017-12,2020-11-30 00:00:00,305.620865592298,81125.36087777777,81125.36087777777,2839387.630722222,973504.3305333332,1865883.3001888888,973504.3305333332,892378.9696555556,892378.9696555554,0,0,0,0,0,追踪器,2017-10-01 00:00:00,2020-09-30 00:00:00
广汇汽车,广汇,36,9225,2018-01,2749205.2937,2018-01,2020-12-31 00:00:00,298.01683400542004,76366.81371388889,0,0,916401.7645666667,1832803.5291333331,916401.7645666667,916401.7645666664,916401.7645666667,0,0,0,0,0,追踪器,2017-12-01 00:00:00,2020-11-30 00:00:00
天津市征辉创业科技有限公司,直销,36,102,2018-01,29638.0,2018-01,2020-12-31 00:00:00,290.5686274509804,823.2777777777778,0,0,9879.333333333334,19758.666666666664,9879.333333333334,9879.33333333333,9879.333333333334,0,0,0,0,0,追踪器,2018-01-01 00:00:00,2020-12-31 00:00:00
长春沃杰斯汽车科技有限公司,直销,36,781,2018-01,314985.1081,2018-01,2020-12-31 00:00:00,403.3099975672215,8749.586336111111,0,0,104995.03603333334,209990.07206666667,104995.03603333334,104995.03603333334,104995.03603333334,0,0,0,0,0,追踪器,2018-01-01 00:00:00,2020-12-31 00:00:00
南京趣融网络技术有限公司,直销,36,47,2018-01,27730.0,2018-01,2020-12-31 00:00:00,590.0,770.2777777777778,0,0,8473.055555555557,19256.944444444445,9243.333333333334,10013.611111111111,9243.333333333334,770.2777777777774,770.2777777777778,0,0,0,追踪器,2018-02-01 00:00:00,2021-01-31 00:00:00
广汇汽车,广汇,36,160,2018-01,46153.849,2018-01,2020-12-31 00:00:00,288.46155625,1282.0513611111112,0,0,15384.616333333335,30769.232666666667,15384.616333333335,15384.616333333332,15384.616333333335,0,0,0,0,0,追踪器,2017-11-01 00:00:00,2020-10-31 00:00:00
天津市征辉创业科技有限公司,直销,36,18,2018-01,5382.0,2018-01,2020-12-31 00:00:00,299.0,149.5,0,0,1644.5,3737.5,1794.0,1943.5,1794.0,149.5,149.5,0,0,0,追踪器,2018-02-01 00:00:00,2021-01-31 00:00:00
长春沃杰斯汽车科技有限公司,直销,36,10,2018-01,4033.1,2018-01,2020-12-31 00:00:00,403.31,112.03055555555555,0,0,1232.336111111111,2800.7638888888887,1344.3666666666666,1456.3972222222221,1344.3666666666666,112.03055555555557,112.03055555555555,0,0,0,追踪器,2018-02-01 00:00:00,2021-01-31 00:00:00
先锋太盟融资租赁有限公司,代销,36,39,2018-01,5000.1903,2018-01,2020-12-31 00:00:00,128.2100076923077,138.89417500000002,0,0,1666.7301000000002,3333.4602,1666.7301000000002,1666.7300999999998,1666.7301000000002,0,0,0,0,0,追踪器,2017-12-01 00:00:00,2020-11-30 00:00:00
南京趣融网络技术有限公司,直销,36,3,2018-01,1770.0,2018-01,2020-12-31 00:00:00,590.0,49.166666666666664,0,0,491.66666666666663,1278.3333333333335,590.0,688.3333333333335,590.0,98.33333333333348,98.33333333333333,0,0,0,追踪器,2018-03-01 00:00:00,2021-02-28 00:00:00
广汇汽车,广汇,36,4973,2018-01,1507461.6276,2018-01,2020-12-31 00:00:00,303.1292233259602,41873.9341,0,0,502487.2092,1004974.4184000001,502487.2092,502487.2092000001,502487.2092,0,0,0,0,0,追踪器,2017-10-01 00:00:00,2020-09-30 00:00:00
济南喜川商贸有限公司,直销,36,83,2018-01,31923.4596,2018-01,2020-12-31 00:00:00,384.61999518072287,886.7627666666666,0,0,10641.153199999999,21282.3064,10641.153199999999,10641.153200000002,10641.153199999999,0,0,0,0,0,追踪器,2018-01-01 00:00:00,2020-12-31 00:00:00
郑州汇聚汽车用品有限公司,直销,36,30,2018-01,18376.1993,2018-01,2020-12-31 00:00:00,612.5399766666667,510.44998055555556,0,0,6125.399766666666,12250.799533333335,6125.399766666666,6125.399766666668,6125.399766666666,0,0,0,0,0,追踪器,2018-01-01 00:00:00,2020-12-31 00:00:00
重庆车乐道汽车用品有限公司,直销,36,2,2018-01,785.2,2018-01,2020-12-31 00:00:00,392.6,21.811111111111114,0,0,261.73333333333335,523.4666666666667,261.73333333333335,261.73333333333335,261.73333333333335,0,0,0,0,0,追踪器,2018-01-01 00:00:00,2020-12-31 00:00:00
长春沃杰斯汽车科技有限公司,直销,36,9,2018-01,3629.79,2018-01,2020-12-31 00:00:00,403.31,100.8275,0,0,1008.275,2621.515,1209.93,1411.5849999999998,1209.93,201.65499999999975,201.655,0,0,0,追踪器,2018-03-01 00:00:00,2021-02-28 00:00:00
南京趣融网络技术有限公司,直销,36,1450,2018-01,855500.0,2018-01,2020-12-31 00:00:00,590.0,23763.88888888889,0,0,285166.6666666667,570333.3333333333,285166.6666666667,285166.66666666657,285166.6666666667,0,0,0,0,0,追踪器,2018-01-01 00:00:00,2020-12-31 00:00:00
湖南达阳汽车用品销售有限公司,直销,36,38,2018-02,6498.0,2018-02,2021-01-31 00:00:00,171.0,180.5,0,0,1985.5,4512.5,2166.0,2346.5,2166.0,180.5,180.5,0,0,0,追踪器,2018-02-01 00:00:00,2021-01-31 00:00:00
郑州汇聚汽车用品有限公司,直销,36,22,2018-02,8470.0,2018-02,2021-01-31 00:00:00,385.0,235.27777777777777,0,0,2352.777777777778,6117.222222222223,2823.333333333333,3293.8888888888896,2823.333333333333,470.55555555555657,470.55555555555554,0,0,0,追踪器,2018-03-01 00:00:00,2021-02-28 00:00:00
先锋太盟融资租赁有限公司,代销,36,61,2018-02,7820.8104,2018-02,2021-01-31 00:00:00,128.21000655737706,217.24473333333333,0,0,2389.6920666666665,5431.118333333334,2606.9368,2824.181533333334,2606.9368,217.2447333333339,217.24473333333333,0,0,0,追踪器,2018-01-01 00:00:00,2020-12-31 00:00:00
长春沃杰斯汽车科技有限公司,直销,36,116,2018-02,44615.9194,2018-02,2021-01-31 00:00:00,384.6199948275862,1239.3310944444445,0,0,11153.97985,33461.939549999996,14871.973133333333,18589.966416666663,14871.973133333333,3717.9932833333296,3717.9932833333332,0,0,0,追踪器,2018-04-01 00:00:00,2021-03-31 00:00:00
湖南达阳汽车用品销售有限公司,直销,36,162,2018-02,27702.0,2018-02,2021-01-31 00:00:00,171.0,769.5,0,0,7695.0,20007.0,9234.0,10773.0,9234.0,1539.0,1539.0,0,0,0,追踪器,2018-03-01 00:00:00,2021-02-28 00:00:00
车买买（武汉）汽车销售服务有限公司,代销,36,6,2018-02,2105.82,2018-02,2021-01-31 00:00:00,350.97,58.495000000000005,0,0,643.445,1462.375,701.94,760.435,701.94,58.49499999999989,58.495000000000005,0,0,0,追踪器,2018-01-01 00:00:00,2020-12-31 00:00:00
广汇汽车,广汇,36,5119,2018-02,1578384.707,2018-02,2021-01-31 00:00:00,308.33848544637624,43844.01963888889,0,0,482284.21602777776,1096100.4909722223,526128.2356666666,569972.2553055556,526128.2356666666,43844.019638889,43844.01963888889,0,0,0,追踪器,2017-12-01 00:00:00,2020-11-30 00:00:00
广汇汽车,广汇,36,8677,2018-02,2645512.9759,2018-02,2021-01-31 00:00:00,304.8879769390342,73486.47155277777,0,0,808351.1870805555,1837161.7888194444,881837.6586333333,955324.1301861111,881837.6586333333,73486.4715527778,73486.47155277777,0,0,0,追踪器,2018-01-01 00:00:00,2020-12-31 00:00:00
湖南达阳汽车用品销售有限公司,直销,36,70,2018-02,11970.0,2018-02,2021-01-31 00:00:00,171.0,332.5,0,0,2992.5,8977.5,3990.0,4987.5,3990.0,997.5,997.5,0,0,0,追踪器,2018-04-01 00:00:00,2021-03-31 00:00:00
南京趣融网络技术有限公司,直销,36,1500,2018-02,918000.0,2018-02,2021-01-31 00:00:00,612.0,25500.0,0,0,255000.0,663000.0,306000.0,357000.0,306000.0,51000.0,51000.0,0,0,0,追踪器,2018-03-01 00:00:00,2021-02-28 00:00:00
郑州汇聚汽车用品有限公司,直销,36,8,2018-02,3080.0,2018-02,2021-01-31 00:00:00,385.0,85.55555555555556,0,0,941.1111111111111,2138.8888888888887,1026.6666666666667,1112.222222222222,1026.6666666666667,85.5555555555552,85.55555555555556,0,0,0,追踪器,2018-02-01 00:00:00,2021-01-31 00:00:00
广汇汽车,广汇,36,4,2018-02,1128.2052,2018-02,2021-01-31 00:00:00,282.0513,31.339033333333337,0,0,344.7293666666667,783.4758333333334,376.06840000000005,407.40743333333336,376.06840000000005,31.339033333333305,31.339033333333337,0,0,0,追踪器,2017-10-01 00:00:00,2020-09-30 00:00:00
长春沃杰斯汽车科技有限公司,直销,36,334,2018-02,128463.0784,2018-02,2021-01-31 00:00:00,384.61999520958085,3568.4188444444444,0,0,35684.188444444444,92778.88995555555,42821.02613333333,49957.86382222222,42821.02613333333,7136.837688888889,7136.837688888889,0,0,0,追踪器,2018-03-01 00:00:00,2021-02-28 00:00:00
南京趣融网络技术有限公司,直销,36,282,2018-03,172584.0,2018-03,2021-02-28 00:00:00,612.0,4794.0,0,0,47940.0,124644.0,57528.0,67116.0,57528.0,9588.0,9588.0,0,0,0,追踪器,2018-03-01 00:00:00,2021-02-28 00:00:00
南京趣融网络技术有限公司,直销,36,126,2018-03,77112.0,2018-03,2021-02-28 00:00:00,612.0,2142.0,0,0,12852.0,64260.0,25704.0,38556.0,25704.0,12852.0,12852.0,0,0,0,追踪器,2018-07-01 00:00:00,2021-06-30 00:00:00
广汇汽车,广汇,36,6394,2018-03,1965897.5504,2018-03,2021-02-28 00:00:00,307.45973575226776,54608.26528888889,0,0,546082.652888889,1419814.897511111,655299.1834666667,764515.7140444444,655299.1834666667,109216.53057777765,109216.53057777778,0,0,0,追踪器,2018-01-01 00:00:00,2020-12-31 00:00:00
南京趣融网络技术有限公司,直销,36,854,2018-03,522648.0,2018-03,2021-02-28 00:00:00,612.0,14518.0,0,0,130662.0,391986.0,174216.0,217770.0,174216.0,43554.0,43554.0,0,0,0,追踪器,2018-04-01 00:00:00,2021-03-31 00:00:00
郑州汇聚汽车用品有限公司,直销,36,462,2018-03,184467.3594,2018-03,2021-02-28 00:00:00,399.27999870129867,5124.093316666666,0,0,51240.93316666666,133226.42623333333,61489.1198,71737.30643333333,61489.1198,10248.186633333331,10248.186633333333,0,0,0,追踪器,2018-03-01 00:00:00,2021-02-28 00:00:00
南京趣融网络技术有限公司,直销,36,286,2018-03,175032.0,2018-03,2021-02-28 00:00:00,612.0,4862.0,0,0,24310.0,150722.0,58344.0,92378.0,58344.0,34034.0,34034.0,0,0,0,追踪器,2018-08-01 00:00:00,2021-07-31 00:00:00
重庆泽恩汽车用品有限公司,直销,36,124,2018-03,42408.0,2018-03,2021-02-28 00:00:00,342.0,1178.0,0,0,11780.0,30628.0,14136.0,16492.0,14136.0,2356.0,2356.0,0,0,0,追踪器,2018-03-01 00:00:00,2021-02-28 00:00:00
南京趣融网络技术有限公司,直销,36,291,2018-03,178092.0,2018-03,2021-02-28 00:00:00,612.0,4947.0,0,0,39576.0,138516.0,59364.0,79152.0,59364.0,19788.0,19788.0,0,0,0,追踪器,2018-05-01 00:00:00,2021-04-30 00:00:00
广汇汽车,广汇,36,4,2018-03,1128.2052,2018-03,2021-02-28 00:00:00,282.0513,31.339033333333337,0,0,313.3903333333334,814.8148666666667,376.06840000000005,438.74646666666666,376.06840000000005,62.67806666666661,62.67806666666667,0,0,0,追踪器,2017-12-01 00:00:00,2020-11-30 00:00:00
郑州汇聚汽车用品有限公司,直销,36,48,2018-03,19165.4399,2018-03,2021-02-28 00:00:00,399.2799979166667,532.3733305555556,0,0,4791.359975000001,14374.079925,6388.479966666668,7985.599958333332,6388.479966666668,1597.1199916666646,1597.119991666667,0,0,0,追踪器,2018-04-01 00:00:00,2021-03-31 00:00:00
重庆泽恩汽车用品有限公司,直销,36,76,2018-03,25992.0,2018-03,2021-02-28 00:00:00,342.0,722.0,0,0,6498.0,19494.0,8664.0,10830.0,8664.0,2166.0,2166.0,0,0,0,追踪器,2018-04-01 00:00:00,2021-03-31 00:00:00
贵州佰喜达汽车科技有限公司,直销,36,20,2018-03,7692.3999,2018-03,2021-02-28 00:00:00,384.619995,213.677775,0,0,2136.77775,5555.62215,2564.1333,2991.48885,2564.1333,427.3555500000002,427.35555,0,0,0,追踪器,2018-03-01 00:00:00,2021-02-28 00:00:00
四川爱卡车联科技有限公司,直销,36,10,2018-03,4700.9,2018-03,2021-02-28 00:00:00,470.09,130.58055555555555,0,0,1305.8055555555554,3395.094444444444,1566.9666666666667,1828.1277777777773,1566.9666666666667,261.1611111111106,261.1611111111111,0,0,0,追踪器,2018-03-01 00:00:00,2021-02-28 00:00:00
南京趣融网络技术有限公司,直销,36,61,2018-03,37332.0,2018-03,2021-02-28 00:00:00,612.0,1037.0,0,0,7259.0,30073.0,12444.0,17629.0,12444.0,5185.0,5185.0,0,0,0,追踪器,2018-06-01 00:00:00,2021-05-31 00:00:00
广汇汽车,广汇,36,3522,2018-03,1061487.2426,2018-03,2021-02-28 00:00:00,301.38763276547417,29485.75673888889,0,0,294857.5673888889,766629.6752111111,353829.0808666667,412800.5943444444,353829.0808666667,58971.51347777771,58971.51347777778,0,0,0,追踪器,2018-02-01 00:00:00,2021-01-31 00:00:00
湖南达阳汽车用品销售有限公司,直销,36,75,2018-03,28846.4996,2018-03,2021-02-28 00:00:00,384.6199946666666,801.2916555555555,0,0,7211.6249,21634.8747,9615.499866666665,12019.374833333335,9615.499866666665,2403.87496666667,2403.8749666666663,0,0,0,追踪器,2018-04-01 00:00:00,2021-03-31 00:00:00
郑州汇聚汽车用品有限公司,直销,36,130,2018-04,50050.0,2018-04,2021-03-31 00:00:00,385.0,1390.2777777777778,0,0,12512.5,37537.5,16683.333333333336,20854.166666666664,16683.333333333336,4170.8333333333285,4170.833333333334,0,0,0,追踪器,2018-04-01 00:00:00,2021-03-31 00:00:00
郑州益标商贸有限公司,直销,36,14,2018-04,5384.6799,2018-04,2021-03-31 00:00:00,384.61999285714285,149.57444166666667,0,0,1196.5955333333334,4188.084366666667,1794.8933000000002,2393.1910666666668,1794.8933000000002,598.2977666666666,598.2977666666667,0,0,0,追踪器,2018-05-01 00:00:00,2021-04-30 00:00:00
重庆泽恩汽车用品有限公司,直销,36,125,2018-04,63113.7505,2018-04,2021-03-31 00:00:00,504.910004,1753.1597361111112,0,0,15778.437625,47335.312875,21037.916833333336,26297.396041666667,21037.916833333336,5259.4792083333305,5259.479208333334,0,0,0,追踪器,2018-04-01 00:00:00,2021-03-31 00:00:00
广汇汽车,广汇,36,17,2018-04,4794.8721,2018-04,2021-03-31 00:00:00,282.05129999999997,133.19089166666666,0,0,1198.718025,3596.1540749999995,1598.2907,1997.8633749999995,1598.2907,399.57267499999944,399.572675,0,0,0,追踪器,2018-01-01 00:00:00,2020-12-31 00:00:00
郑州汇聚汽车用品有限公司,直销,36,44,2018-04,16940.0,2018-04,2021-03-31 00:00:00,385.0,470.55555555555554,0,0,2352.777777777778,14587.222222222223,5646.666666666666,8940.555555555557,5646.666666666666,3293.8888888888905,3293.8888888888887,0,0,0,追踪器,2018-08-01 00:00:00,2021-07-31 00:00:00
湖南达阳汽车用品销售有限公司,直销,36,24,2018-04,9230.8799,2018-04,2021-03-31 00:00:00,384.61999583333335,256.41333055555555,0,0,2307.719975,6923.159925,3076.9599666666663,3846.1999583333336,3076.9599666666663,769.2399916666673,769.2399916666666,0,0,0,追踪器,2018-04-01 00:00:00,2021-03-31 00:00:00
郑州汇聚汽车用品有限公司,直销,36,20,2018-04,7700.0,2018-04,2021-03-31 00:00:00,385.0,213.88888888888889,0,0,1711.111111111111,5988.888888888889,2566.6666666666665,3422.222222222222,2566.6666666666665,855.5555555555557,855.5555555555555,0,0,0,追踪器,2018-05-01 00:00:00,2021-04-30 00:00:00
重庆泽恩汽车用品有限公司,直销,36,24,2018-04,12117.8401,2018-04,2021-03-31 00:00:00,504.9100041666666,336.60666944444444,0,0,2692.8533555555555,9424.986744444444,4039.2800333333334,5385.706711111111,4039.2800333333334,1346.4266777777775,1346.4266777777777,0,0,0,追踪器,2018-05-01 00:00:00,2021-04-30 00:00:00
哈尔滨诚丰商贸有限公司,直销,36,68,2018-04,26154.1597,2018-04,2021-03-31 00:00:00,384.61999558823527,726.5044361111111,0,0,6538.539925,19615.619775,8718.053233333332,10897.566541666667,8718.053233333332,2179.513308333335,2179.513308333333,0,0,0,追踪器,2018-04-01 00:00:00,2021-03-31 00:00:00
杭州佳途实业有限公司,直销,36,42,2018-04,16154.0398,2018-04,2021-03-31 00:00:00,384.61999523809527,448.7233277777778,0,0,4038.50995,12115.52985,5384.679933333334,6730.849916666667,5384.679933333334,1346.1699833333332,1346.1699833333334,0,0,0,追踪器,2018-04-01 00:00:00,2021-03-31 00:00:00
湖南达阳汽车用品销售有限公司,直销,36,76,2018-04,29231.1196,2018-04,2021-03-31 00:00:00,384.6199947368421,811.9755444444445,0,0,6495.804355555556,22735.315244444446,9743.706533333334,12991.608711111112,9743.706533333334,3247.902177777778,3247.902177777778,0,0,0,追踪器,2018-05-01 00:00:00,2021-04-30 00:00:00
